code_commune,nom_commune,total_travailleurs_entrants
78084,Boissy-sans-Avoir,67
77353,Paley,67
77234,Jablines,67
77411,Saint-Germain-sous-Doue,67
77466,Tigeaux,66
95002,Ableiges,66
78278,Goupillières,66
77145,Crisenoy,66
78464,Orcemont,66
95584,Santeuil,65
95023,Arronville,65
77094,Charmentray,65
77165,Les Écrennes,65
77178,Faÿ-lès-Nemours,64
77225,La Haute-Maison,64
78300,Hargeville,64
95429,Montreuil-sur-Epte,64
77195,Fouju,64
77414,Saint-Hilliers,64
77054,La Brosse-Montceaux,64
91247,La Forêt-le-Roi,63
77471,Tousson,63
78163,Civry-la-Forêt,63
77273,Marchémoret,63
77345,Orly-sur-Morin,63
95253,Frémainville,63
78325,Jumeauville,62
77151,Dagny,62
77386,Recloses,61
95308,Hérouville-en-Vexin,61
77387,Remauville,61
77423,Saint-Martin-des-Champs,61
77179,Féricy,61
77300,Montceaux-lès-Meaux,60
95166,Cléry-en-Vexin,60
77509,Villeneuve-les-Bordes,60
95365,Mareil-en-France,60
77376,Précy-sur-Marne,59
77031,Bernay-Vilbert,59
77089,La Chapelle-Rablais,59
78237,Flins-Neuve-Église,59
78196,Davron,58
95213,Épiais-Rhus,58
95456,Noisy-sur-Oise,58
77456,Soisy-Bouy,57
77501,Villecerf,57
91001,Abbéville-la-Rivière,57
77050,Bransles,57
91578,Saint-Sulpice-de-Favières,56
78437,Mousseaux-sur-Seine,56
77011,Aufferville,56
77340,Nonville,56
95554,Saint-Gervais,55
77325,Mouy-sur-Seine,55
77392,Rouvres,55
77052,Bréau,55
77283,May-en-Multien,55
78558,Saint-Illiers-la-Ville,54
77130,Coulommes,54
77498,Vignely,54
77173,Étrépilly,54
78505,Prunay-le-Temple,54
77203,Germigny-l'Évêque,54
77298,Mons-en-Montois,54
78070,Boinville-en-Mantois,53
77026,Beauchery-Saint-Martin,53
77184,Flagy,53
77035,Blennes,53
78036,Autouillet,53
95061,Béthemont-la-Forêt,53
77110,Chenou,53
78407,Mittainville,53
77421,Saint-Mars-Vieux-Maisons,52
77247,Lescherolles,52
78564,Saint-Martin-de-Bréthencourt,52
78329,Lainville-en-Vexin,52
77524,Vimpelles,51
77246,Léchelle,51
91121,Buno-Bonnevaux,51
77080,Champcenest,51
77266,Machault,51
77381,Quiers,50
78236,Flexanville,50
95011,Ambleville,50
91075,Bois-Herpin,50
77365,Le Plessis-Feu-Aussoux,50
77465,Thoury-Férottes,50
91393,Mérobert,50
78366,Mareil-le-Guyon,50
77045,Bougligny,50
77281,Mauperthuis,49
95170,Condécourt,49
77341,Noyen-sur-Seine,49
77073,Chalautre-la-Petite,49
95328,Labbeville,49
91098,Boutervilliers,48
77473,Treuzy-Levelay,48
78013,Andelu,47
95024,Arthies,47
77106,Chauffry,47
95212,Épiais-lès-Louvres,46
77066,Cerneux,46
77446,Savins,46
77004,Andrezel,46
91560,Saint-Jean-de-Beauregard,46
91508,Puiselet-le-Marais,46
91414,Monnerville,46
95422,Montgeroult,46
95483,Le Perchay,46
77190,Fontains,46
77489,Vaux-sur-Lunain,46
77454,Sognolles-en-Montois,46
91081,Boissy-le-Sec,45
77297,Mondreville,45
77428,Saint-Ouen-en-Brie,45
77129,Coulombs-en-Valois,45
77287,Meilleray,45
77164,Échouboulains,45
77338,Noisy-Rudignon,44
78444,Neauphlette,44
77003,Amponville,43
95309,Hodent,43
91547,Saint-Escobille,43
91519,Richarville,43
78472,Orsonville,43
78668,La Villeneuve-en-Chevrie,43
91112,Brouy,43
91556,Saint-Hilaire,43
78518,Rennemoulin,43
91035,Authon-la-Plaine,42
77308,Montgé-en-Goële,42
77012,Augers-en-Brie,42
78147,Chaufour-lès-Bonnières,42
95348,Longuesse,41
77525,Vinantes,41
78276,Gommecourt,41
77500,Villebéon,41
77253,Lissy,40
77008,Armentières-en-Brie,40
77233,Iverny,40
78009,Allainville,40
95341,Livilliers,40
77112,Chevrainvilliers,40
77033,Bezalles,40
78344,Lommoye,40
77218,Grisy-sur-Seine,39
77412,Saint-Germain-sur-École,39
77242,Jutigny,39
77062,Carnetin,39
78006,Adainville,39
77163,Douy-la-Ramée,39
95110,Brignancourt,38
78185,Courgent,38
77133,Courcelles-en-Bassée,38
78290,Guernes,38
95012,Amenucourt,38
78053,Béhoust,37
77041,Boissy-aux-Cailles,37
95462,Omerville,37
77228,Hondevilliers,37
77496,Vieux-Champagne,36
77024,Bassevelle,36
91037,Auvernaux,36
77360,Pézarches,35
91495,Plessis-Saint-Benoist,35
95656,Vienne-en-Arthies,35
77402,Saint-Barthélemy,34
77144,Crèvecœur-en-Brie,34
91240,Fontaine-la-Rivière,34
77206,Giremoutiers,34
77057,Bussières,34
78188,Cravent,34
77460,Tancrou,34
91248,La Forêt-Sainte-Croix,33
77245,Laval-en-Brie,33
77204,Germigny-sous-Coulombs,33
77526,Vincy-Manœuvre,33
91629,Valpuiseaux,33
77115,Chevry-en-Sereine,32
91613,Congerville-Thionville,32
78031,Auffreville-Brasseuil,32
77157,Dhuisy,32
77256,Lizines,32
78391,Méricourt,32
77056,Burcy,32
77167,Égligny,31
78475,Osmoy,31
95690,Wy-dit-Joli-Village,31
77481,Vanvillé,31
77093,La Chapelle-Moutils,31
77137,Courtacon,31
78416,Montalet-le-Bois,30
77198,Fromont,30
78417,Montchauvet,30
95543,Saint-Cyr-en-Arthies,30
77262,Louan-Villegruis-Fontaine,29
95258,Frouville,29
77303,Montdauphin,29
95493,Le Plessis-Luzarches,29
77416,Saint-Just-en-Brie,29
77119,Clos-Fontaine,28
77380,Puisieux,28
77235,Jaignes,27
95452,Nointel,27
77523,Villuis,26
77328,Nanteau-sur-Essonne,26
78072,Boinvilliers,26
77301,Montceaux-lès-Provins,26
77417,Saint-Léger,26
77472,La Trétoire,26
95151,Chauvry,26
95492,Le Plessis-Gassot,25
77197,Frétoy,25
77207,Gironville,25
78618,Tilly,25
78565,Saint-Martin-des-Champs,25
78305,Herbeville,25
77019,Balloy,25
77367,Le Plessis-Placy,25
77505,Villemareuil,25
95254,Frémécourt,25
77522,Villiers-sur-Seine,25
95298,Haravilliers,25
77220,Guercheville,24
77530,Voulton,24
77043,Boitron,24
78559,Saint-Illiers-le-Bois,24
95303,Le Heaulme,24
95682,Villiers-le-Sec,24
78548,Saint-Forget,24
78082,Boissy-Mauvoisin,23
95059,Berville,23
91619,Torfou,23
77443,Sancy,23
77023,Barcy,23
95214,Épinay-Champlâtreux,22
77068,Cessoy-en-Montois,22
77174,Everly,22
77391,Rouilly,22
77274,Marcilly,22
95139,La Chapelle-en-Vexin,22
77250,Leudon-en-Brie,21
78478,Paray-Douaville,21
77263,Luisetaines,21
78324,Jouy-Mauvoisin,21
78530,Rosay,21
77424,Saint-Martin-du-Boschet,21
77332,Nantouillet,21
78076,Boissets,20
77484,Vaucourtois,20
91399,Mespuits,20
91148,Chauffour-lès-Étréchy,20
91184,Courdimanche-sur-Essonne,20
77461,Thénisy,20
78439,Mulcent,20
77103,Châtillon-la-Borde,20
77009,Arville,20
78234,Flacourt,20
91145,Chatignonville,20
77046,Boulancourt,19
91374,Marolles-en-Beauce,19
77200,Garentreville,19
91137,Champmotteux,19
95295,Guiry-en-Vexin,19
77355,Paroy,19
77193,Forfry,19
77036,Boisdon,19
95304,Hédouville,19
78385,Ménerville,18
77205,Gesvres-le-Chapitre,18
77532,Vulaines-lès-Provins,17
91131,Chalou-Moulineux,17
78231,Favrieux,17
95447,Neuilly-en-Vexin,16
77289,Melz-sur-Seine,16
78484,Perdreauville,16
77467,La Tombe,16
78245,Fontenay-Mauvoisin,16
77271,Maisoncelles-en-Gâtinais,15
77429,Saint-Ouen-sur-Morin,15
77314,Montolivet,15
77275,Les Marêts,15
78302,La Hauteville,15
77236,Jaulnes,15
77097,Chartronges,15
91526,Roinvilliers,14
77140,Coutençon,14
78413,Mondreville,14
95301,Haute-Isle,14
77102,Châtenoy,14
77476,Trocy-en-Multien,14
95438,Moussy,14
77007,Argentières,14
77490,Vendrest,14
77408,Saint-Fiacre,14
95119,Buhy,14
95157,Chérence,14
95144,Châtenay-en-France,11
77304,Montenils,11
78404,Millemont,11
95316,Jagny-sous-Bois,11
95046,Banthelu,11
91067,Blandy,11
78283,Grandchamp,11
77098,Châteaubleau,11
77134,Courchamp,10
77029,Beauvoir,10
95141,Charmont,10
77395,Rumont,10
95181,Courcelles-sur-Viosne,10
95102,Bréançon,10
77267,La Madeleine-sur-Loing,10
77310,Montigny-le-Guesdier,10
77331,Nanteuil-sur-Marne,10
95379,Maudétour-en-Vexin,10
77087,La Chapelle-Iger,10
77090,La Chapelle-Saint-Sulpice,10
77342,Obsonville,9
95611,Theuville,9
78608,Le Tertre-Saint-Denis,8
91022,Arrancourt,8
77364,Le Plessis-aux-Bois,8
78606,Le Tartre-Gaudran,8
78264,Gambaiseuil,6
77212,Gravon,6
95331,Lassy,6
77313,Montmachoux,5
78194,Dannemarie,5
77396,Rupéreux,5
77015,Baby,5
77158,Diant,5
77230,Ichy,5
95054,Le Bellay-en-Vexin,5
77136,Courquetaine,5
77319,Mortery,5
77021,Barbey,5
77356,Passy-sur-Seine,4
77286,Meigneux,3
